url_len,url_num_hyphens_dom,url_num_dom_token,url_path_len,url_filename_len,url_longest_dom_token_len,url_average_dom_token_len,url_domain_len,url_hostname_len,url_num_dots,url_num_underscores,url_num_equals,url_num_slashes,url_num_dash,url_num_semicolon,url_num_at,url_num_percent,url_num_plus,url_query_len,url_num_query_para,url_ip_present,url_entropy,url_count_consonants,url_num_digits,url_port,url_has_https,url_has_ip_address,url_num_subdomains,url_has_suspicious_words,url_length_category,url_has_port_in_url,url_num_special_chars,url_num_params,url_num_fragments,url_starts_with_www,url_is_shortened,url_has_email,iframe,script,embed,object,div,head,body,form,a,small,span,input,applet,img,video,audio,url,result
129.0,0.0,3.0,33.0,32.0,6.0,3.6666666666666665,13.0,13.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,74.0,3.0,0.0,4.576642087635746,42.0,63.0,80.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0,21,0,0,84,1,1,0,0,0,3,0,0,0,0,0,https://www.naver.com/,1
